Description,Inside/Outside,Weapon,Latitude,Longitude,HourBin,cluster
COMMON ASSAULT,Inside,HANDS,39.32307,-76.61952,Evening,8
ROBBERY - STREET,Outside,FIREARM,39.30598,-76.64332,Evening,9
AGG. ASSAULT,Inside,HANDS,39.30733,-76.6372,Evening,19
AGG. ASSAULT,Outside,HANDS,39.23481,-76.61145,Night,-1
AGG. ASSAULT,Inside,HANDS,39.28096,-76.5748,Night,60
AGG. ASSAULT,Outside,FIREARM,39.2899,-76.60898,Night,33
COMMON ASSAULT,Inside,HANDS,39.28955,-76.60671,Night,0
AGG. ASSAULT,Inside,HANDS,39.28955,-76.60671,Night,60
AGG. ASSAULT,Inside,FIREARM,39.28622,-76.62247,Night,-1
ROBBERY - STREET,Outside,FIREARM,39.33975,-76.68305,Night,2
COMMON ASSAULT,Outside,HANDS,39.28945,-76.61518,Night,26
COMMON ASSAULT,Outside,HANDS,39.29406,-76.66496,Night,26
AGG. ASSAULT,Inside,KNIFE,39.29253,-76.61012,Night,36
RAPE,Inside,OTHER,39.3627,-76.59483,Night,-1
COMMON ASSAULT,Outside,HANDS,39.28679,-76.63378,Night,26
AGG. ASSAULT,Inside,KNIFE,39.36989,-76.59541,Night,-1
COMMON ASSAULT,Inside,HANDS,39.31992,-76.57472,Night,0
COMMON ASSAULT,Inside,HANDS,39.31992,-76.57472,Night,0
COMMON ASSAULT,Inside,HANDS,39.28315,-76.64526,Night,0
COMMON ASSAULT,Inside,HANDS,39.31543,-76.63764,Night,0
AGG. ASSAULT,Inside,OTHER,39.34492,-76.6426,Night,-1
COMMON ASSAULT,Inside,HANDS,39.3268,-76.54975,Night,0
COMMON ASSAULT,Outside,HANDS,39.36277,-76.55238,Night,-1
ROBBERY - STREET,Outside,OTHER,39.29661,-76.57581,Night,-1
COMMON ASSAULT,Inside,HANDS,39.29755,-76.58147,Night,0
COMMON ASSAULT,Outside,HANDS,39.2876,-76.59457,Night,26
COMMON ASSAULT,Inside,HANDS,39.30711,-76.5856,Morning,1
COMMON ASSAULT,Inside,HANDS,39.31141,-76.61661,Morning,1
AGG. ASSAULT,Inside,OTHER,39.32348,-76.54961,Afternoon,77
COMMON ASSAULT,Outside,HANDS,39.29238,-76.61545,Afternoon,5
COMMON ASSAULT,Inside,HANDS,39.29926,-76.62479,Afternoon,7
RAPE,Inside,OTHER,39.30124,-76.62973,Afternoon,76
ROBBERY - STREET,Outside,FIREARM,39.29318,-76.62974,Afternoon,6
ROBBERY - CARJACKING,Outside,FIREARM,39.29833,-76.65971,Afternoon,-1
AGG. ASSAULT,Inside,OTHER,39.33707,-76.66816,Afternoon,22
COMMON ASSAULT,Inside,HANDS,39.22886,-76.5982,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.34092,-76.53409,Afternoon,7
AGG. ASSAULT,Inside,OTHER,39.3303,-76.56646,Afternoon,22
COMMON ASSAULT,Outside,HANDS,39.28745,-76.54336,Evening,11
ROBBERY - CARJACKING,Outside,FIREARM,39.29692,-76.62653,Evening,-1
COMMON ASSAULT,Inside,HANDS,39.30476,-76.58317,Evening,8
ROBBERY - STREET,Outside,KNIFE,39.28835,-76.5709,Evening,27
AGG. ASSAULT,Outside,FIREARM,39.28086,-76.65436,Evening,21
ROBBERY - COMMERCIAL,Inside,FIREARM,39.29241,-76.57229,Evening,40
AGG. ASSAULT,Inside,KNIFE,39.30571,-76.58504,Evening,12
AGG. ASSAULT,Inside,OTHER,39.29021,-76.54204,Evening,-1
COMMON ASSAULT,Outside,HANDS,39.28096,-76.5748,Evening,11
COMMON ASSAULT,Inside,HANDS,39.33644,-76.70626,Evening,8
ROBBERY - STREET,Outside,OTHER,39.32015,-76.65387,Evening,-1
AGG. ASSAULT,Outside,FIREARM,39.31304,-76.65154,Evening,21
ROBBERY - COMMERCIAL,Inside,FIREARM,39.33758,-76.63487,Evening,37
ROBBERY - COMMERCIAL,Inside,FIREARM,39.34239,-76.56983,Evening,42
ROBBERY - CARJACKING,Outside,FIREARM,39.31005,-76.6434,Evening,-1
ROBBERY - COMMERCIAL,Inside,KNIFE,39.277,-76.61237,Evening,-1
COMMON ASSAULT,Inside,HANDS,39.30114,-76.60538,Evening,8
COMMON ASSAULT,Outside,HANDS,39.32866,-76.6608,Evening,11
COMMON ASSAULT,Outside,HANDS,39.32866,-76.6608,Evening,11
COMMON ASSAULT,Outside,HANDS,39.28871,-76.59664,Evening,11
AGG. ASSAULT,Outside,FIREARM,39.30346,-76.66748,Evening,21
AGG. ASSAULT,Outside,FIREARM,39.30346,-76.66748,Evening,21
ROBBERY - STREET,Outside,FIREARM,39.28045,-76.5695,Night,2
COMMON ASSAULT,Inside,HANDS,39.30356,-76.58667,Night,0
AGG. ASSAULT,Outside,OTHER,39.30577,-76.58489,Night,3
ROBBERY - STREET,Outside,FIREARM,39.32284,-76.56577,Night,2
COMMON ASSAULT,Outside,HANDS,39.31617,-76.63389,Night,26
COMMON ASSAULT,Outside,HANDS,39.35301,-76.60438,Night,26
ROBBERY - STREET,Inside,FIREARM,39.32696,-76.55888,Night,-1
COMMON ASSAULT,Outside,HANDS,39.29372,-76.56766,Night,26
COMMON ASSAULT,Inside,HANDS,39.29131,-76.56895,Night,0
COMMON ASSAULT,Outside,HANDS,39.30314,-76.64618,Morning,13
COMMON ASSAULT,Outside,HANDS,39.31624,-76.6004,Morning,13
COMMON ASSAULT,Inside,HANDS,39.30886,-76.59084,Morning,1
COMMON ASSAULT,Inside,HANDS,39.23665,-76.60731,Morning,1
COMMON ASSAULT,Inside,HANDS,39.34241,-76.60438,Afternoon,7
AGG. ASSAULT,Outside,OTHER,39.25011,-76.6226,Afternoon,-1
COMMON ASSAULT,Outside,HANDS,39.32354,-76.57472,Afternoon,5
COMMON ASSAULT,Outside,HANDS,39.28557,-76.59356,Afternoon,5
COMMON ASSAULT,Inside,HANDS,39.32473,-76.55074,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.34113,-76.60032,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.31631,-76.59446,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.31631,-76.59446,Afternoon,7
ROBBERY - STREET,Outside,FIREARM,39.3119,-76.66599,Afternoon,6
COMMON ASSAULT,Inside,HANDS,39.29854,-76.66288,Afternoon,7
COMMON ASSAULT,Outside,HANDS,39.32167,-76.54835,Afternoon,5
AGG. ASSAULT,Outside,OTHER,39.28778,-76.53889,Afternoon,-1
COMMON ASSAULT,Inside,HANDS,39.34784,-76.66876,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.32209,-76.55097,Afternoon,7
COMMON ASSAULT,Outside,HANDS,39.2879,-76.53627,Afternoon,5
COMMON ASSAULT,Outside,HANDS,39.28663,-76.6098,Afternoon,5
COMMON ASSAULT,Outside,HANDS,39.28777,-76.60589,Afternoon,5
ROBBERY - RESIDENCE,Inside,FIREARM,39.33184,-76.6707,Afternoon,-1
COMMON ASSAULT,Inside,HANDS,39.33128,-76.65837,Evening,8
AGG. ASSAULT,Inside,OTHER,39.29393,-76.65987,Evening,18
AGG. ASSAULT,Outside,KNIFE,39.254,-76.64986,Evening,-1
AGG. ASSAULT,Outside,OTHER,39.3391,-76.53855,Evening,-1
AGG. ASSAULT,Outside,OTHER,39.3391,-76.53855,Evening,-1
COMMON ASSAULT,Inside,HANDS,39.34506,-76.59863,Evening,8
AGG. ASSAULT,Inside,OTHER,39.28727,-76.63414,Evening,18
COMMON ASSAULT,Outside,HANDS,39.34221,-76.68251,Afternoon,5
COMMON ASSAULT,Outside,HANDS,39.34221,-76.68251,Afternoon,5
AGG. ASSAULT,Inside,OTHER,39.32947,-76.56109,Night,32
AGG. ASSAULT,Outside,OTHER,39.27602,-76.6273,Night,3
AGG. ASSAULT,Outside,OTHER,39.27602,-76.6273,Night,3
COMMON ASSAULT,Outside,HANDS,39.30705,-76.59061,Night,26
COMMON ASSAULT,Inside,HANDS,39.26845,-76.61182,Night,0
ROBBERY - STREET,Outside,FIREARM,39.3105,-76.63416,Night,2
ROBBERY - COMMERCIAL,Inside,FIREARM,39.27249,-76.53313,Morning,-1
COMMON ASSAULT,Inside,HANDS,39.323,-76.55883,Morning,1
COMMON ASSAULT,Inside,HANDS,39.25467,-76.6455,Morning,1
COMMON ASSAULT,Inside,HANDS,39.31421,-76.59188,Morning,1
COMMON ASSAULT,Inside,HANDS,39.31421,-76.59188,Morning,1
COMMON ASSAULT,Inside,HANDS,39.25429,-76.65157,Morning,1
COMMON ASSAULT,Outside,HANDS,39.30328,-76.54709,Morning,-1
AGG. ASSAULT,Inside,KNIFE,39.29663,-76.67505,Morning,-1
COMMON ASSAULT,Inside,HANDS,39.23286,-76.59326,Morning,1
COMMON ASSAULT,Inside,HANDS,39.28116,-76.66303,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.28116,-76.66303,Afternoon,7
AGG. ASSAULT,Outside,KNIFE,39.29779,-76.64584,Afternoon,29
AGG. ASSAULT,Outside,KNIFE,39.35163,-76.70464,Afternoon,-1
RAPE,Inside,OTHER,39.28779,-76.67437,Afternoon,-1
COMMON ASSAULT,Inside,HANDS,39.33184,-76.6904,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.3547,-76.60212,Afternoon,7
COMMON ASSAULT,Outside,HANDS,39.3221,-76.54811,Afternoon,5
COMMON ASSAULT,Inside,HANDS,39.30457,-76.63177,Afternoon,7
COMMON ASSAULT,Outside,HANDS,39.30394,-76.54065,Afternoon,5
COMMON ASSAULT,Inside,HANDS,39.30394,-76.54065,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.30394,-76.54065,Afternoon,7
ROBBERY - CARJACKING,Outside,FIREARM,39.312,-76.62651,Afternoon,-1
AGG. ASSAULT,Outside,OTHER,39.24491,-76.62725,Afternoon,-1
COMMON ASSAULT,Outside,HANDS,39.30618,-76.63948,Afternoon,5
AGG. ASSAULT,Outside,OTHER,39.30447,-76.63165,Afternoon,16
ROBBERY - STREET,Outside,OTHER,39.294,-76.57419,Evening,34
COMMON ASSAULT,Inside,HANDS,39.24466,-76.63284,Evening,8
AGG. ASSAULT,Inside,HANDS,39.30293,-76.64315,Evening,19
COMMON ASSAULT,Inside,HANDS,39.30711,-76.58714,Evening,8
COMMON ASSAULT,Inside,HANDS,39.30989,-76.59482,Evening,8
COMMON ASSAULT,Inside,HANDS,39.27976,-76.65378,Evening,8
COMMON ASSAULT,Inside,HANDS,39.36622,-76.70116,Evening,8
ROBBERY - STREET,Outside,FIREARM,39.3208,-76.57227,Evening,9
ROBBERY - STREET,Outside,FIREARM,39.3208,-76.57227,Evening,9
ROBBERY - STREET,Outside,FIREARM,39.3208,-76.57227,Evening,9
ROBBERY - STREET,Outside,KNIFE,39.28575,-76.56392,Evening,27
AGG. ASSAULT,Outside,OTHER,39.29479,-76.60541,Evening,10
COMMON ASSAULT,Inside,HANDS,39.32307,-76.61952,Evening,8
COMMON ASSAULT,Outside,HANDS,39.30593,-76.58072,Evening,11
COMMON ASSAULT,Inside,HANDS,39.28121,-76.5944,Evening,8
ROBBERY - COMMERCIAL,Inside,FIREARM,39.29359,-76.68995,Evening,-1
ROBBERY - STREET,Outside,FIREARM,39.32198,-76.59829,Evening,9
COMMON ASSAULT,Inside,HANDS,39.32516,-76.57282,Evening,8
AGG. ASSAULT,Outside,KNIFE,39.28212,-76.63247,Evening,17
AGG. ASSAULT,Inside,FIREARM,39.31529,-76.67807,Evening,-1
ROBBERY - STREET,Outside,FIREARM,39.31529,-76.67807,Evening,9
AGG. ASSAULT,Outside,FIREARM,39.31529,-76.67807,Evening,21
ROBBERY - STREET,Outside,KNIFE,39.32224,-76.56365,Evening,-1
COMMON ASSAULT,Outside,HANDS,39.22968,-76.59045,Evening,11
COMMON ASSAULT,Inside,HANDS,39.30298,-76.60495,Morning,1
COMMON ASSAULT,Inside,HANDS,39.31433,-76.58683,Morning,1
COMMON ASSAULT,Outside,HANDS,39.28505,-76.63861,Night,26
ROBBERY - STREET,Outside,FIREARM,39.34431,-76.67061,Night,2
COMMON ASSAULT,Inside,HANDS,39.32083,-76.61722,Night,0
COMMON ASSAULT,Outside,HANDS,39.31614,-76.54793,Night,26
COMMON ASSAULT,Inside,HANDS,39.31779,-76.65026,Night,0
ROBBERY - RESIDENCE,Inside,KNIFE,39.33871,-76.69007,Night,-1
ROBBERY - STREET,Outside,KNIFE,39.27355,-76.67137,Night,-1
COMMON ASSAULT,Inside,HANDS,39.31555,-76.61816,Night,0
ROBBERY - STREET,Outside,FIREARM,39.37057,-76.56498,Morning,-1
AGG. ASSAULT,Outside,KNIFE,39.28579,-76.58774,Morning,-1
AGG. ASSAULT,Inside,OTHER,39.30298,-76.60495,Morning,15
COMMON ASSAULT,Inside,HANDS,39.32996,-76.60364,Morning,1
COMMON ASSAULT,Outside,HANDS,39.29905,-76.57763,Morning,13
COMMON ASSAULT,Inside,HANDS,39.30761,-76.63755,Morning,1
ROBBERY - STREET,Outside,FIREARM,39.29613,-76.57571,Afternoon,6
AGG. ASSAULT,Outside,KNIFE,39.28961,-76.6137,Afternoon,29
COMMON ASSAULT,Outside,HANDS,39.28937,-76.61825,Afternoon,5
COMMON ASSAULT,Inside,HANDS,39.32854,-76.55182,Afternoon,7
AGG. ASSAULT,Inside,KNIFE,39.32158,-76.61031,Afternoon,23
AGG. ASSAULT,Outside,OTHER,39.31445,-76.6152,Afternoon,16
COMMON ASSAULT,Outside,HANDS,39.26286,-76.63412,Afternoon,5
COMMON ASSAULT,Outside,HANDS,39.26286,-76.63412,Afternoon,5
ROBBERY - STREET,Outside,OTHER,39.29037,-76.62245,Afternoon,-1
COMMON ASSAULT,Inside,HANDS,39.31569,-76.60453,Afternoon,7
AGG. ASSAULT,Inside,OTHER,39.26157,-76.66657,Afternoon,-1
COMMON ASSAULT,Inside,HANDS,39.33902,-76.54004,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.28859,-76.65294,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.31365,-76.63227,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.31509,-76.63845,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.32008,-76.55365,Evening,8
ROBBERY - STREET,Outside,FIREARM,39.30988,-76.61651,Evening,9
AGG. ASSAULT,Outside,KNIFE,39.31119,-76.61155,Evening,17
ROBBERY - STREET,Outside,FIREARM,39.30988,-76.61651,Evening,9
COMMON ASSAULT,Outside,HANDS,39.30149,-76.60492,Evening,11
COMMON ASSAULT,Inside,HANDS,39.29682,-76.61998,Evening,8
COMMON ASSAULT,Outside,HANDS,39.29631,-76.68448,Evening,11
COMMON ASSAULT,Inside,HANDS,39.28816,-76.64758,Evening,8
AGG. ASSAULT,Outside,KNIFE,39.23948,-76.60525,Evening,-1
AGG. ASSAULT,Outside,KNIFE,39.23948,-76.60525,Evening,-1
AGG. ASSAULT,Outside,OTHER,39.23948,-76.60525,Evening,63
COMMON ASSAULT,Inside,HANDS,39.29453,-76.66238,Evening,8
AGG. ASSAULT,Inside,KNIFE,39.3167,-76.60096,Evening,12
AGG. ASSAULT,Inside,KNIFE,39.3167,-76.60096,Evening,12
AGG. ASSAULT,Outside,OTHER,39.30174,-76.65422,Evening,10
COMMON ASSAULT,Inside,HANDS,39.31784,-76.61613,Evening,8
COMMON ASSAULT,Inside,HANDS,39.31428,-76.68014,Night,0
AGG. ASSAULT,Inside,OTHER,39.31428,-76.68014,Night,-1
ROBBERY - RESIDENCE,Inside,KNIFE,39.29861,-76.57451,Night,-1
AGG. ASSAULT,Inside,KNIFE,39.29936,-76.58372,Night,36
COMMON ASSAULT,Inside,HANDS,39.3324,-76.59606,Morning,1
COMMON ASSAULT,Inside,HANDS,39.30064,-76.66811,Morning,1
ROBBERY - COMMERCIAL,Inside,OTHER,39.29861,-76.58922,Morning,-1
COMMON ASSAULT,Inside,HANDS,39.30261,-76.60948,Morning,1
AGG. ASSAULT,Outside,HANDS,39.27875,-76.5424,Morning,-1
AGG. ASSAULT,Inside,KNIFE,39.31003,-76.67597,Morning,-1
COMMON ASSAULT,Inside,HANDS,39.33444,-76.53689,Morning,1
AGG. ASSAULT,Inside,HANDS,39.22608,-76.58835,Afternoon,-1
COMMON ASSAULT,Inside,HANDS,39.31625,-76.54755,Afternoon,7
COMMON ASSAULT,Outside,HANDS,39.32735,-76.58664,Afternoon,5
ROBBERY - STREET,Outside,KNIFE,39.34261,-76.697,Afternoon,-1
ROBBERY - COMMERCIAL,Inside,KNIFE,39.34783,-76.69951,Afternoon,-1
COMMON ASSAULT,Inside,HANDS,39.32893,-76.66201,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.35779,-76.70998,Afternoon,7
COMMON ASSAULT,Outside,HANDS,39.28729,-76.64393,Afternoon,5
COMMON ASSAULT,Outside,HANDS,39.29323,-76.66259,Afternoon,5
AGG. ASSAULT,Outside,FIREARM,39.32755,-76.59404,Afternoon,31
COMMON ASSAULT,Outside,HANDS,39.30895,-76.64627,Afternoon,5
COMMON ASSAULT,Outside,HANDS,39.29337,-76.60784,Afternoon,5
ROBBERY - COMMERCIAL,Outside,FIREARM,39.31028,-76.68088,Afternoon,-1
COMMON ASSAULT,Inside,HANDS,39.29991,-76.62906,Evening,8
AGG. ASSAULT,Inside,HANDS,39.31874,-76.69561,Evening,-1
COMMON ASSAULT,Inside,HANDS,39.26129,-76.64618,Evening,8
AGG. ASSAULT,Outside,KNIFE,39.30503,-76.58484,Evening,17
COMMON ASSAULT,Outside,HANDS,39.28876,-76.63424,Evening,11
AGG. ASSAULT,Outside,OTHER,39.31074,-76.62866,Evening,10
AGG. ASSAULT,Inside,FIREARM,39.29273,-76.67599,Evening,-1
AGG. ASSAULT,Inside,FIREARM,39.30298,-76.60495,Evening,54
COMMON ASSAULT,Outside,HANDS,39.28765,-76.63519,Evening,11
AGG. ASSAULT,Inside,OTHER,39.30207,-76.62723,Evening,18
AGG. ASSAULT,Inside,OTHER,39.33501,-76.53223,Evening,-1
ROBBERY - STREET,Outside,FIREARM,39.32091,-76.61504,Evening,9
ROBBERY - STREET,Outside,FIREARM,39.32091,-76.61504,Evening,9
AGG. ASSAULT,Inside,FIREARM,39.34103,-76.60438,Evening,-1
AGG. ASSAULT,Inside,FIREARM,39.34103,-76.60438,Evening,-1
ROBBERY - RESIDENCE,Inside,FIREARM,39.34103,-76.60438,Evening,-1
AGG. ASSAULT,Outside,FIREARM,39.28403,-76.64067,Evening,21
AGG. ASSAULT,Outside,OTHER,39.28118,-76.5323,Evening,-1
AGG. ASSAULT,Inside,OTHER,39.33261,-76.66453,Evening,18
ROBBERY - STREET,Outside,KNIFE,39.32599,-76.54379,Evening,-1
COMMON ASSAULT,Inside,HANDS,39.30524,-76.63115,Night,0
COMMON ASSAULT,Inside,HANDS,39.29287,-76.59982,Night,0
COMMON ASSAULT,Inside,HANDS,39.2632,-76.63971,Night,0
RAPE,Inside,OTHER,39.28327,-76.64361,Night,-1
AGG. ASSAULT,Inside,FIREARM,39.29623,-76.65515,Night,-1
COMMON ASSAULT,Inside,HANDS,39.36689,-76.6031,Night,0
COMMON ASSAULT,Inside,HANDS,39.22918,-76.5881,Night,0
COMMON ASSAULT,Inside,HANDS,39.33723,-76.62859,Night,0
COMMON ASSAULT,Inside,HANDS,39.34388,-76.69384,Morning,1
AGG. ASSAULT,Inside,HANDS,39.35599,-76.64432,Morning,-1
COMMON ASSAULT,Inside,HANDS,39.33178,-76.62946,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.36877,-76.56295,Afternoon,7
AGG. ASSAULT,Inside,OTHER,39.29028,-76.54017,Afternoon,-1
COMMON ASSAULT,Inside,HANDS,39.30091,-76.64649,Afternoon,7
ROBBERY - STREET,Outside,OTHER,39.29945,-76.62972,Afternoon,-1
AGG. ASSAULT,Inside,OTHER,39.31459,-76.6453,Afternoon,22
COMMON ASSAULT,Outside,HANDS,39.31762,-76.64707,Afternoon,5
AGG. ASSAULT,Inside,KNIFE,39.34791,-76.56363,Afternoon,-1
ROBBERY - STREET,Outside,OTHER,39.309,-76.61057,Afternoon,-1
COMMON ASSAULT,Outside,HANDS,39.30731,-76.60158,Afternoon,5
AGG. ASSAULT,Inside,HANDS,39.36925,-76.56942,Afternoon,-1
COMMON ASSAULT,Outside,HANDS,39.277,-76.61237,Evening,11
COMMON ASSAULT,Outside,HANDS,39.27724,-76.61241,Evening,11
COMMON ASSAULT,Inside,HANDS,39.34213,-76.66753,Evening,8
AGG. ASSAULT,Outside,KNIFE,39.28783,-76.6549,Evening,17
COMMON ASSAULT,Inside,HANDS,39.3118,-76.62864,Evening,8
COMMON ASSAULT,Outside,HANDS,39.23627,-76.60207,Evening,11
AGG. ASSAULT,Outside,KNIFE,39.32657,-76.59435,Evening,17
ROBBERY - STREET,Outside,OTHER,39.29952,-76.65681,Evening,-1
COMMON ASSAULT,Inside,HANDS,39.33575,-76.60573,Evening,8
COMMON ASSAULT,Inside,HANDS,39.33575,-76.60573,Evening,8
AGG. ASSAULT,Inside,OTHER,39.2993,-76.62075,Evening,18
AGG. ASSAULT,Inside,FIREARM,39.33575,-76.60573,Evening,-1
COMMON ASSAULT,Inside,HANDS,39.247,-76.62801,Afternoon,7
AGG. ASSAULT,Inside,KNIFE,39.29313,-76.62256,Afternoon,23
COMMON ASSAULT,Outside,HANDS,39.2991,-76.60376,Night,26
COMMON ASSAULT,Outside,HANDS,39.28976,-76.61015,Night,26
ROBBERY - STREET,Outside,FIREARM,39.31679,-76.59533,Night,2
ROBBERY - STREET,Outside,FIREARM,39.31679,-76.59533,Night,2
COMMON ASSAULT,Outside,HANDS,39.35952,-76.58856,Night,26
COMMON ASSAULT,Inside,HANDS,39.29947,-76.57601,Night,0
COMMON ASSAULT,Outside,HANDS,39.27686,-76.61429,Night,26
COMMON ASSAULT,Outside,HANDS,39.34809,-76.56506,Night,-1
AGG. ASSAULT,Inside,KNIFE,39.30045,-76.59931,Night,36
COMMON ASSAULT,Inside,HANDS,39.22967,-76.59038,Night,0
COMMON ASSAULT,Outside,HANDS,39.29042,-76.59363,Night,26
COMMON ASSAULT,Inside,HANDS,39.31742,-76.55985,Night,0
COMMON ASSAULT,Outside,HANDS,39.31549,-76.61273,Night,26
COMMON ASSAULT,Inside,HANDS,39.32248,-76.59205,Night,0
COMMON ASSAULT,Inside,HANDS,39.32248,-76.59205,Night,0
COMMON ASSAULT,Inside,HANDS,39.35071,-76.60823,Night,0
COMMON ASSAULT,Inside,HANDS,39.29218,-76.58521,Night,0
COMMON ASSAULT,Outside,HANDS,39.34644,-76.6005,Night,26
AGG. ASSAULT,Outside,FIREARM,39.31183,-76.65194,Night,33
COMMON ASSAULT,Outside,HANDS,39.29471,-76.60852,Morning,13
RAPE,Outside,OTHER,39.28422,-76.645,Morning,-1
COMMON ASSAULT,Inside,HANDS,39.32899,-76.69241,Morning,1
AGG. ASSAULT,Outside,OTHER,39.34681,-76.69191,Morning,-1
AGG. ASSAULT,Inside,KNIFE,39.28934,-76.67357,Morning,-1
COMMON ASSAULT,Inside,HANDS,39.28794,-76.58538,Morning,1
COMMON ASSAULT,Inside,HANDS,39.30768,-76.66463,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.31498,-76.64011,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.29988,-76.61584,Afternoon,7
AGG. ASSAULT,Outside,FIREARM,39.29481,-76.65321,Afternoon,31
COMMON ASSAULT,Inside,HANDS,39.3187,-76.61708,Afternoon,7
AGG. ASSAULT,Inside,OTHER,39.29704,-76.58434,Afternoon,22
COMMON ASSAULT,Inside,HANDS,39.32254,-76.56791,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.31829,-76.67515,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.31829,-76.67515,Afternoon,7
COMMON ASSAULT,Outside,HANDS,39.36154,-76.58794,Afternoon,5
COMMON ASSAULT,Inside,HANDS,39.2821,-76.6354,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.2821,-76.6354,Afternoon,7
COMMON ASSAULT,Outside,HANDS,39.3005,-76.59778,Afternoon,5
COMMON ASSAULT,Outside,HANDS,39.3005,-76.59778,Afternoon,5
AGG. ASSAULT,Outside,OTHER,39.29451,-76.66302,Afternoon,16
COMMON ASSAULT,Outside,HANDS,39.28657,-76.61334,Afternoon,5
COMMON ASSAULT,Inside,HANDS,39.31718,-76.60778,Afternoon,7
COMMON ASSAULT,Outside,HANDS,39.29886,-76.64478,Evening,11
COMMON ASSAULT,Inside,HANDS,39.30555,-76.64052,Evening,8
ROBBERY - STREET,Inside,FIREARM,39.32137,-76.55265,Evening,-1
AGG. ASSAULT,Inside,OTHER,39.2832,-76.64292,Evening,18
COMMON ASSAULT,Outside,HANDS,39.29049,-76.61682,Evening,11
COMMON ASSAULT,Outside,HANDS,39.29049,-76.61682,Evening,11
COMMON ASSAULT,Inside,HANDS,39.30927,-76.66359,Evening,8
AGG. ASSAULT,Inside,KNIFE,39.28596,-76.67482,Evening,12
AGG. ASSAULT,Inside,KNIFE,39.28596,-76.67482,Evening,12
AGG. ASSAULT,Inside,KNIFE,39.29835,-76.59574,Evening,12
COMMON ASSAULT,Inside,HANDS,39.28297,-76.60294,Evening,8
ROBBERY - STREET,Outside,OTHER,39.29696,-76.62648,Evening,41
COMMON ASSAULT,Inside,HANDS,39.32547,-76.67443,Evening,8
COMMON ASSAULT,Inside,HANDS,39.29913,-76.64838,Night,0
COMMON ASSAULT,Outside,HANDS,39.2969,-76.57849,Night,26
RAPE,Inside,OTHER,39.30523,-76.59867,Night,-1
AGG. ASSAULT,Inside,OTHER,39.22992,-76.59985,Night,61
COMMON ASSAULT,Inside,HANDS,39.31663,-76.63242,Night,0
COMMON ASSAULT,Outside,HANDS,39.27768,-76.61504,Night,26
COMMON ASSAULT,Outside,HANDS,39.27768,-76.61504,Night,26
COMMON ASSAULT,Inside,HANDS,39.29724,-76.58081,Night,0
AGG. ASSAULT,Outside,HANDS,39.35317,-76.5981,Night,-1
AGG. ASSAULT,Outside,KNIFE,39.29047,-76.6182,Night,4
AGG. ASSAULT,Outside,KNIFE,39.29298,-76.62119,Night,4
COMMON ASSAULT,Inside,HANDS,39.22834,-76.58932,Night,0
AGG. ASSAULT,Outside,FIREARM,39.36339,-76.55176,Night,-1
COMMON ASSAULT,Outside,HANDS,39.34223,-76.63866,Night,-1
AGG. ASSAULT,Inside,OTHER,39.28027,-76.63592,Night,32
COMMON ASSAULT,Outside,HANDS,39.28973,-76.61088,Night,26
RAPE,Outside,OTHER,39.31294,-76.59513,Night,-1
COMMON ASSAULT,Inside,HANDS,39.28741,-76.55811,Night,0
COMMON ASSAULT,Inside,HANDS,39.32138,-76.65583,Morning,1
COMMON ASSAULT,Inside,HANDS,39.29051,-76.63115,Morning,1
COMMON ASSAULT,Inside,HANDS,39.28659,-76.61204,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.23206,-76.60144,Afternoon,7
AGG. ASSAULT,Inside,KNIFE,39.31021,-76.7014,Afternoon,-1
COMMON ASSAULT,Outside,HANDS,39.30539,-76.62608,Afternoon,5
COMMON ASSAULT,Inside,HANDS,39.32537,-76.59142,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.26673,-76.65245,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.32068,-76.59816,Evening,8
COMMON ASSAULT,Inside,HANDS,39.24774,-76.62235,Evening,8
COMMON ASSAULT,Inside,HANDS,39.24774,-76.62235,Evening,8
COMMON ASSAULT,Outside,HANDS,39.28144,-76.63527,Evening,11
AGG. ASSAULT,Inside,OTHER,39.23494,-76.59798,Evening,56
COMMON ASSAULT,Inside,HANDS,39.30828,-76.6019,Evening,8
