Console,Title,US Sales (millions),YearReleased,Publisher,Genre,Sequel,Re-release,Usedprice,Review Score,MaxPlayers,Online,Multiplatform,SubGenres,AgeRating
Sony PSP,Thrillville: Off the Rails,0.08,2007,LucasArts,"Simulation, Strategy",1,0,16.95,72,1,1,1,Simulation|Strategy|Boardgame|Managerial|RealTime|FirstPerson|ThirdPerson,Unknown
Nintendo Wii,Victorious Boxers: Revolution,0.08,2007,Ubisoft,"Action, Simulation, Sports",1,0,24.95,59,1,0,0,Action|Simulation|Sports|Anime|Boxing|FirstPerson,T
X360,Bladestorm: The Hundred Years' War,0.08,2007,KOEI Ltd.,"Action, Role-Playing (RPG), Strategy",0,0,34.95,63,1,0,1,Action|RPG|Strategy|HistoricalBattle|ThirdPerson,T
X360,Looney Tunes: Acme Arsenal,0.07,2007,Warner Bros. Interactive Entertainment Inc.,Action,0,0,17.95,40,4,0,1,Action|Arcade|SciFi|Platform|ThirdPerson,Unknown
PlayStation 3,SEGA Rally Revo,0.07,2007,Sega,"Racing / Driving, Simulation",1,0,16.95,75,2,1,0,Racing|Simulation|FirstPerson|ThirdPerson,E
Nintendo DS,Death Jr. and the Science Fair of Doom,0.07,2007,Konami,Action,1,0,12.95,47,1,0,0,Action|Arcade|TopDown,Unknown
Nintendo DS,Glory Days 2,0.07,2007,THQ,"Action, Strategy",1,0,10.95,73,1,0,0,Action|Strategy|Helicoptor|SideScrolling|ThirdPerson,Unknown
Nintendo DS,Indianapolis 500 Legends,0.07,2007,Destineer,Racing / Driving,0,0,16.95,51,1,0,0,Racing|FirstPerson|ThirdPerson,E
Nintendo DS,Jenga World Tour,0.07,2007,Atari,Strategy,0,0,13.95,32,1,0,1,Strategy|Boardgame|Puzzle|FirstPerson,E
Nintendo DS,Operation: Vietnam,0.07,2007,Majesco Entertainment Company,Action,0,0,17.95,65,1,0,0,Action|HistoricalBattle|Shooter|TopDown,T
Nintendo DS,Worms: Open Warfare 2,0.07,2007,THQ,"Action, Strategy",1,0,17.95,81,1,1,1,Action|Strategy|SideScrolling,Unknown
Sony PSP,Alien Syndrome,0.07,2007,Sega,Action,1,0,12.95,51,1,1,1,Action|Arcade|SciFi|Shooter|TopDown|ThirdPerson,T
PlayStation 3,BlackSite: Area 51,0.07,2007,Midway,Action,1,0,17.95,56,1,1,1,Action|Shooter|FirstPerson,M
Nintendo Wii,Code Lyoko: Quest for Infinity,0.07,2007,"The American Game Factory, Inc., The Game Factory ApS",Action,0,0,17.95,58,1,0,0,Action|SciFi|Platform|ThirdPerson,Unknown
Nintendo Wii,Super Swing Golf Season 2,0.07,2007,"Tecmo, Inc.",Sports,1,0,19.95,70,1,0,0,Sports|Golf|ThirdPerson,Unknown
X360,CSI: Crime Scene Investigation - Hard Evidence,0.07,2007,Ubisoft,Adventure,0,0,19.95,48,1,0,1,Adventure|Detective|Puzzle|FirstPerson,M
X360,FlatOut: Ultimate Carnage,0.07,2007,Empire Interactive Entertainment,Racing / Driving,1,0,16.95,80,1,1,0,Racing|FirstPerson|ThirdPerson,T
X360,Zoids Assault,0.07,2007,"Atlus U.S.A., Inc., TAKARATOMY","Role-Playing (RPG), Strategy",0,0,17.95,46,1,0,0,RPG|Strategy|Anime|TurnBased|Isometric,T
Nintendo Wii,Alien Syndrome,0.06,2007,Sega,Action,0,1,12.95,48,4,0,1,Action|Arcade|SciFi|Shooter|TopDown|ThirdPerson,T
X360,Tetris Evolution,0.06,2007,THQ,Strategy,1,0,17.95,52,4,1,0,Strategy|Puzzle|RealTime,E
Nintendo Wii,Showtime Championship Boxing,0.06,2007,"Destination Software, Inc., White Park Bay Software Ltd","Action, Sports",0,0,12.95,35,2,0,0,Action|Sports|Boxing|ThirdPerson,Unknown
Nintendo DS,Heroes of Mana,0.06,2007,SquareEnix,Strategy,1,0,24.95,66,1,0,0,Strategy|Anime|MedievalFantasy|RealTime|TopDown,Unknown
Nintendo DS,Myst,0.06,2007,Midway,Adventure,0,1,24.95,43,1,0,0,Adventure|MedievalFantasy|Puzzle|FirstPerson,E
Sony PSP,Coded Arms: Contagion,0.06,2007,Konami,Action,1,0,14.95,56,1,0,0,Action|Cyberpunk|SciFi|Shooter|FirstPerson,T
Nintendo Wii,King of Clubs,0.06,2007,Oxygen Interactive Software Ltd.,Sports,0,0,14.95,35,1,0,0,Sports|Golf|ThirdPerson,E
X360,F.E.A.R. Files,0.06,2007,"Sierra Entertainment, Inc., Vivendi Universal Games, Inc.",Action,1,0,17.95,66,1,1,0,Action|Horror|SciFi|Shooter|FirstPerson,M
Nintendo DS,Ontamarama,0.05,2007,"Atlus U.S.A., Inc., Noise Factory",Action,0,0,17.95,71,1,0,0,Action|Anime|RhythmAction,E
Nintendo DS,Pony Friends,0.05,2007,Eidos,Simulation,0,0,17.95,67,1,0,0,Simulation|RealTime|ThirdPerson,E
Nintendo DS,Retro Game Challenge,0.05,2007,Namco,"Action, Racing / Driving, Role-Playing (RPG)",0,1,17.95,77,1,0,0,Action|Racing|RPG|Arcade|MedievalFantasy|SciFi|Shooter|Platform|SideScrolling|TopDown|ThirdPerson,E
Nintendo DS,Ultimate Mortal Kombat 3,0.05,2007,Midway,Action,1,1,23.95,73,1,0,0,Action|Fighting|SideScrolling|ThirdPerson,M
Nintendo DS,"Warhammer 40,000: Squad Command",0.05,2007,THQ,Strategy,0,0,17.95,57,1,0,1,Strategy|SciFi|TurnBased|Isometric,T
Sony PSP,Juiced 2: Hot Import Nights,0.05,2007,THQ,Racing / Driving,1,0,16.95,73,1,0,1,Racing|Arcade|FirstPerson|ThirdPerson,T
Sony PSP,Pursuit Force: Extreme Justice,0.05,2007,Sony,"Action, Racing / Driving",1,0,14.95,73,1,0,0,Action|Racing|Shooter|FirstPerson|ThirdPerson,T
Nintendo Wii,Jenga World Tour,0.05,2007,Atari,Strategy,0,0,16.95,26,1,0,1,Strategy|Boardgame|Puzzle|FirstPerson,E
Nintendo Wii,Medal of Honor: Vanguard,0.05,2007,EA,Action,1,0,17.95,56,1,0,1,Action|HistoricalBattle|Shooter|FirstPerson,T
X360,World Series of Poker 2008: Battle for the Brac...,0.05,2007,Activision,Simulation,1,0,19.95,74,1,0,1,Simulation|Cards|Casino,T
PlayStation 3,Pro Evolution Soccer 2008,0.04,2007,Konami,Sports,1,0,17.95,74,7,1,1,Sports|Soccer|Isometric|TopDown|ThirdPerson,E
Sony PSP,Worms: Open Warfare 2,0.04,2007,THQ,"Action, Strategy",1,0,17.95,80,4,1,1,Action|Strategy|SideScrolling,Unknown
PlayStation 3,Surf's Up,0.04,2007,Ubisoft,Sports,0,0,17.95,59,4,0,1,Sports|Snowboarding|Surfing|ThirdPerson,Unknown
Nintendo Wii,Fantastic Four: Rise of the Silver Surfer,0.04,2007,2K,Action,1,0,12.95,39,4,0,1,Action|Arcade|SciFi|ThirdPerson,T
Nintendo DS,Brothers in Arms DS,0.04,2007,Ubisoft,Action,0,0,17.95,72,1,0,0,Action|HistoricalBattle|Shooter|ThirdPerson,M
Nintendo DS,Bubble Bobble Double Shot,0.04,2007,"Ignition Entertainment Ltd. USA, Rising Star Games Ltd.",Action,0,1,17.95,50,1,0,0,Action|Arcade|Platform,E
Nintendo DS,Fantastic Four: Rise of the Silver Surfer,0.04,2007,2K,Action,1,0,14.95,35,1,0,1,Action|Arcade|SciFi|ThirdPerson,Unknown
Nintendo DS,Showtime Championship Boxing,0.04,2007,"Destination Software, Inc., White Park Bay Software Ltd","Action, Sports",0,0,7.95,33,1,0,0,Action|Sports|Boxing|ThirdPerson,Unknown
Nintendo DS,Zendoku,0.04,2007,Eidos,"Role-Playing (RPG), Strategy",0,0,16.95,68,1,0,0,RPG|Strategy|MedievalFantasy|Puzzle|TurnBased|TopDown,E
Sony PSP,Heatseeker,0.04,2007,"Codemasters Software Company Limited, The, Red Mile Entertainment, Inc.",Action,0,0,12.95,49,1,0,1,Action|Arcade|Flight|Shooter|FirstPerson|ThirdPerson,T
Sony PSP,Manhunt 2,0.04,2007,Rockstar,Action,1,0,7.95,69,1,0,1,Action|Adult|Puzzle|Stealth|SurvivalHorror|ThirdPerson,M
Sony PSP,SWAT: Target Liberty,0.04,2007,"Sierra Entertainment, Inc.","Action, Strategy",0,0,12.95,50,1,0,0,Action|Strategy|Shooter|Stealth|Isometric,T
Nintendo Wii,Anubis II,0.04,2007,"Conspiracy Entertainment Corp., Popcorn Arcade",Action,1,0,9.95,19,1,0,0,Action|ThirdPerson,E
Nintendo Wii,Barnyard,0.04,2007,THQ,"Action, Adventure",0,0,17.95,65,1,0,1,Action|Adventure|ThirdPerson,Unknown
Nintendo Wii,Escape from Bug Island,0.04,2007,Eidos,Action,0,0,14.95,37,1,0,0,Action|SurvivalHorror|ThirdPerson,M
Nintendo Wii,Octomania,0.04,2007,"Compile Heart Co., Ltd., Conspiracy Entertainment Corp.","Action, Strategy",0,0,14.95,66,1,0,0,Action|Strategy|Arcade|MedievalFantasy|Puzzle|ThirdPerson,E
X360,Cabela's Big Game Hunter,0.04,2007,Activision,"Simulation, Sports",1,0,19.95,51,1,0,1,Simulation|Sports|Hunting|FirstPerson|ThirdPerson,T
X360,UEFA Champions League 2006-2007,0.03,2007,EA,Sports,0,0,6.95,72,4,1,1,Sports|Soccer|Isometric|ThirdPerson,E
Sony PSP,Aliens Vs Predator: Requiem,0.03,2007,"Sierra Entertainment, Inc.",Action,1,0,17.95,49,2,1,0,Action|SciFi|ThirdPerson,T
Sony PSP,NBA 08,0.03,2007,Sony,Sports,1,0,7.95,75,2,1,0,Sports|Basketball|ThirdPerson,E
Nintendo Wii,Guilty Gear XX ? Core,0.03,2007,"505 GameStreet, Aksys Games, Arc System Works Co., Ltd.",Action,1,0,24.95,75,2,0,1,Action|Anime|Fighting|ThirdPerson,T
Nintendo DS,Arkanoid DS,0.03,2007,SquareEnix,Strategy,0,1,16.95,61,1,1,0,Strategy|Arcade|Paddle|TopDown,E
Nintendo DS,Battleship / Connect Four / Sorry! / Trouble,0.03,2007,"Destination Software, Inc.",Strategy,0,0,17.95,55,1,0,0,Strategy|Boardgame|FirstPerson,E
Nintendo DS,Code Lyoko,0.03,2007,The Game Factory ApS,"Action, Adventure",0,0,11.95,63,1,0,0,Action|Adventure|Puzzle|ThirdPerson,Unknown
Nintendo DS,Drake & Josh: Talent Showdown,0.03,2007,THQ,"Action, Adventure",0,0,15.95,43,1,0,0,Action|Adventure|RhythmAction|TopDown|ThirdPerson,E
Nintendo DS,Dynasty Warriors DS: Fighter's Battle,0.03,2007,KOEI Corporation,"Action, Strategy",1,0,14.95,56,1,0,0,Action|Strategy|Anime|Fighting|HistoricalBattle|PersistentUniverse|RealTime|TopDown|ThirdPerson,Unknown
Nintendo DS,Orcs & Elves,0.03,2007,EA,"Action, Role-Playing (RPG)",0,0,14.95,68,1,0,0,Action|RPG|MedievalFantasy|TurnBased|FirstPerson,T
Nintendo DS,Prism: Light the Way,0.03,2007,Eidos,"Action, Strategy",0,0,16.95,73,1,0,0,Action|Strategy|Arcade|Puzzle|TopDown,E
Sony PSP,Dead Head Fred,0.03,2007,"D3Publisher of America, Inc., D3Publisher of Europe Ltd.",Action,0,0,12.95,75,1,0,0,Action|Detective|Horror|Puzzle|ThirdPerson,M
Sony PSP,Driver '76,0.03,2007,Ubisoft,"Action, Racing / Driving",1,0,17.95,57,1,1,0,Action|Racing|Shooter|FirstPerson|ThirdPerson,M
Sony PSP,Hot Pixel,0.03,2007,Atari,Action,0,0,8.95,55,1,0,0,Action|Arcade,T
Sony PSP,The Legend of Heroes III: Song of the Ocean,0.03,2007,Namco,Role-Playing (RPG),1,0,17.95,58,1,0,0,RPG|MedievalFantasy|TopDown,Unknown
Sony PSP,SEGA Rally Revo,0.03,2007,Sega,"Racing / Driving, Simulation",1,0,16.95,74,1,1,1,Racing|Simulation|FirstPerson|ThirdPerson,E
Nintendo Wii,Bionicle Heroes,0.03,2007,Eidos,Action,0,0,17.95,52,1,0,1,Action|SciFi|Shooter|ThirdPerson,Unknown
Sony PSP,Burnout Dominator,0.02,2007,EA,"Action, Racing / Driving",1,0,17.95,76,4,1,1,Action|Racing|FirstPerson|ThirdPerson,Unknown
Nintendo Wii,Balls of Fury,0.02,2007,"Destination Software, Inc., White Park Bay Software Ltd","Action, Sports",0,0,9.95,19,2,0,1,Action|Sports|PingPong|FirstPerson,Unknown
X360,Samurai Warriors 2: Empires,0.02,2007,"KOEI Co., Ltd.","Action, Role-Playing (RPG), Strategy",0,0,19.95,53,2,0,1,Action|RPG|Strategy|Fighting|HistoricalBattle|MartialArts|MedievalFantasy|ThirdPerson,T
Nintendo DS,B-17: Fortress in the Sky,0.02,2007,"Destination Software, Inc., ZOO Digital Publishing Ltd",Action,0,0,12.95,38,1,0,0,Action|Flight|Shooter|FirstPerson|TopDown,Unknown
Nintendo DS,Meteos: Disney Magic,0.02,2007,Disney,Strategy,1,0,12.95,74,1,0,0,Strategy|Puzzle|ThirdPerson,E
Nintendo DS,Turn It Around,0.02,2007,Majesco Entertainment Company,"Racing / Driving, Sports",0,0,9.95,39,1,0,0,Racing|Sports|Boardgame|Flight|Puzzle|Shooter|Baseball|Fishing|Golf|Skateboarding|SideScrolling|TopDown|ThirdPerson,E
Sony PSP,Cube,0.02,2007,"D3Publisher Inc., D3Publisher of Europe Ltd.",Strategy,0,0,17.95,60,1,1,0,Strategy|Puzzle|ThirdPerson,E
Sony PSP,Dragoneer's Aria,0.02,2007,"KOEI Ltd., Nippon Ichi Software Inc.",Role-Playing (RPG),0,0,24.95,56,1,1,0,RPG|Anime|MedievalFantasy|TurnBased|ThirdPerson,Unknown
Sony PSP,The Fast and the Furious,0.02,2007,Namco,Racing / Driving,0,0,22.95,58,1,0,0,Racing|ThirdPerson,T
Sony PSP,R-Type Command,0.02,2007,"Atlus U.S.A., Inc., Irem Software Engineering, Inc.",Strategy,1,0,14.95,69,1,0,0,Strategy|SciFi|TurnBased|SideScrolling,Unknown
Sony PSP,Virtua Tennis 3,0.02,2007,Sega,Sports,1,0,16.95,79,1,0,1,Sports|Tennis|ThirdPerson,E
X360,Virtua Tennis 3,0.01,2007,Sega,Sports,1,0,14.95,80,4,1,1,Sports|Tennis|ThirdPerson,E
Nintendo DS,Balls of Fury,0.01,2007,"Destination Software, Inc.","Action, Sports",0,0,9.95,62,1,0,1,Action|Sports|PingPong|FirstPerson,Unknown
Nintendo DS,Front Mission,0.01,2007,SquareEnix,Strategy,0,0,17.95,72,1,0,0,Strategy|Anime|Battlemech|SciFi|TurnBased|TopDown,Unknown
Nintendo DS,Konami Classics Series: Arcade Hits,0.01,2007,Konami,"Action, Racing / Driving, Sports",0,1,17.95,76,1,0,0,Action|Racing|Sports,Unknown
Nintendo DS,Lost in Blue 2,0.01,2007,Konami,Role-Playing (RPG),1,0,17.95,58,1,0,0,RPG|Puzzle|ThirdPerson,Unknown
Nintendo DS,Nancy Drew: The Deadly Secret of Olde World Park,0.01,2007,"Majesco Entertainment Company, Majesco Europe Ltd.",Adventure,0,0,17.95,64,1,0,0,Adventure|Detective|Puzzle|TopDown|ThirdPerson,E
Nintendo DS,Nervous Brickdown,0.01,2007,"Secret Stash Games, Success Corp.",Action,0,0,17.95,70,1,0,0,Action|Arcade|Paddle,E
Nintendo DS,Original Frisbee Disc Sports: Ultimate & Golf,0.01,2007,"Destination Software, Inc.",Sports,0,0,9.95,31,1,0,0,Sports|ThirdPerson,E
Nintendo DS,Sea Monsters: A Prehistoric Adventure,0.01,2007,"Destination Software, Inc., White Park Bay Software Ltd","Action, Educational",0,0,13.95,43,1,0,0,Action|Educational|Ecology|History|ThirdPerson,E
Sony PSP,After Burner: Black Falcon,0.01,2007,Sega,Action,1,0,19.95,73,1,1,0,Action|Arcade|Flight|Shooter|ThirdPerson,T
Sony PSP,Capcom Puzzle World,0.01,2007,Capcom,Strategy,0,1,19.95,65,1,1,0,Strategy|Puzzle|RealTime,E
Sony PSP,Puzzle Quest: Challenge of the Warlords,0.01,2007,"D3Publisher Inc., D3Publisher of America, Inc., D3Publisher of Europe Ltd.","Role-Playing (RPG), Strategy",0,0,17.95,84,1,1,1,RPG|Strategy|MedievalFantasy|Puzzle|TurnBased|TopDown,Unknown
Sony PSP,Smash Court Tennis 3,0.01,2007,Namco,Sports,1,0,19.95,68,1,0,1,Sports|Arcade|Tennis|ThirdPerson,E
Sony PSP,Traxxpad: Portable Studio,0.01,2007,Eidos,"Educational, Simulation",0,0,17.95,78,1,1,0,Educational|Simulation|RhythmAction|Music|TopDown,Unknown
Sony PSP,UEFA Champions League 2006-2007,0.01,2007,EA,Sports,1,0,14.95,71,1,1,1,Sports|Soccer|Isometric|ThirdPerson,E
Sony PSP,Winx Club: Join the Club,0.01,2007,Konami,"Action, Racing / Driving, Strategy",0,0,17.95,30,1,0,0,Action|Racing|Strategy|Puzzle|TopDown|ThirdPerson,E
Nintendo Wii,Driver: Parallel Lines,0.01,2007,Ubisoft,"Action, Racing / Driving",1,0,24.95,59,1,0,1,Action|Racing|Shooter|ThirdPerson,M
Nintendo Wii,Mario Kart Wii,12.39,2008,Nintendo,Racing / Driving,1,0,29.95,82,4,1,0,Racing|ThirdPerson,E
X360,Grand Theft Auto IV,5.76,2008,Rockstar,"Action, Racing / Driving",1,0,24.95,98,1,1,1,Action|Racing|Fighting|Shooter|FirstPerson|ThirdPerson,M
Nintendo Wii,Super Smash Bros.: Brawl,5.71,2008,Nintendo,Action,1,0,39.95,93,6,1,0,Action|Fighting|SideScrolling|ThirdPerson,T
X360,Call of Duty: World at War,4.58,2008,Activision,Action,1,0,29.95,84,4,1,1,Action|HistoricalBattle|Shooter|FirstPerson,M
PlayStation 3,Grand Theft Auto IV,3.91,2008,Rockstar,"Action, Racing / Driving",1,0,24.95,98,1,1,1,Action|Racing|Fighting|Shooter|FirstPerson|ThirdPerson,M
X360,Gears of War 2,3.9,2008,Microsoft,Action,1,0,24.95,93,2,1,0,Action|SciFi|Shooter|ThirdPerson,M
Nintendo DS,Pokemon: Platinum Version,2.86,2008,Nintendo,"Adventure, Role-Playing (RPG)",1,0,27.95,83,1,0,0,Adventure|RPG,E
PlayStation 3,Metal Gear Solid 4: Guns of the Patriots,2.58,2008,Konami,Action,1,0,22.95,94,1,1,0,Action|MartialArts|Shooter|Spy|Stealth|FirstPerson|ThirdPerson,Unknown
X360,Fable II,2.55,2008,Microsoft,Role-Playing (RPG),1,0,17.95,89,1,1,0,RPG|MedievalFantasy|ThirdPerson,M
PlayStation 3,Call of Duty: World at War,2.53,2008,Activision,Action,1,0,29.95,85,4,1,1,Action|HistoricalBattle|Shooter|FirstPerson,M
Nintendo Wii,Guitar Hero: World Tour,2.47,2008,Activision,"Action, Simulation",1,0,17.95,86,4,1,1,Action|Simulation|RhythmAction|ThirdPerson,T
PlayStation 3,LittleBigPlanet,2.46,2008,Sony,Action,0,0,24.95,95,4,1,0,Action|Platform|ThirdPerson,E
X360,Fallout 3,2.44,2008,"Bethesda Softworks LLC, ZeniMax Europe Ltd.","Action, Role-Playing (RPG)",1,0,17.95,93,1,0,1,Action|RPG|PostApocalyptic|SciFi|Shooter|FirstPerson|ThirdPerson,M
X360,LEGO Indiana Jones: The Original Adventures,2.42,2008,"LucasArts, TT Games Publishing Ltd",Action,0,0,9.95,77,2,0,1,Action|Puzzle|Platform|ThirdPerson,Unknown
X360,Left 4 Dead,2.39,2008,Valve Corporation,Action,0,0,19.95,89,2,1,0,Action|Shooter|SurvivalHorror|FirstPerson,M
X360,Madden NFL 09,2.33,2008,EA,Sports,1,0,14.95,83,4,1,1,Sports|AmericanFootball|ThirdPerson,E
Nintendo DS,Guitar Hero: On Tour,2.22,2008,Activision,"Action, Simulation",1,0,14.95,71,1,0,0,Action|Simulation|RhythmAction|ThirdPerson,Unknown
X360,Kung Fu Panda,2.04,2008,Activision,Action,0,0,9.95,75,4,0,1,Action|Fighting|MartialArts|Puzzle|ThirdPerson,Unknown
X360,Rock Band 2,1.85,2008,MTV Games,"Action, Simulation",1,0,19.95,92,4,1,1,Action|Simulation|RhythmAction|ThirdPerson,T
X360,Sega Superstars Tennis,1.84,2008,Sega,Sports,0,0,9.95,67,4,1,1,Sports|Tennis|Isometric|ThirdPerson,Unknown
X360,Guitar Hero: World Tour,1.78,2008,Activision,"Action, Simulation",1,0,16.95,85,4,1,1,Action|Simulation|RhythmAction|ThirdPerson,T
Nintendo Wii,Animal Crossing: City Folk,1.78,2008,Nintendo,Simulation,1,0,29.95,73,1,1,0,Simulation|PersistentUniverse|ThirdPerson,E
Nintendo DS,Mario & Sonic at the Olympic Games,1.74,2008,Nintendo,"Action, Sports",0,0,24.95,70,1,1,1,Action|Sports|Arcade|Olympiad|PingPong|ThirdPerson,E
PlayStation 3,Madden NFL 09,1.66,2008,EA,Sports,1,0,14.95,85,4,1,1,Sports|AmericanFootball|ThirdPerson,E
X360,LEGO Batman: The Videogame,1.64,2008,"TT Games Publishing Ltd, Warner Bros. Interactive Entertainment Inc.",Action,0,0,14.95,76,2,0,1,Action|Comics|Flight|Puzzle|Platform|SideScrolling|ThirdPerson,Unknown
X360,Tom Clancy's Rainbow Six: Vegas 2,1.61,2008,Ubisoft,Action,1,0,16.95,82,2,1,1,Action|Shooter|FirstPerson|ThirdPerson,M
Nintendo DS,Kirby Super Star Ultra,1.6,2008,Nintendo,Action,1,0,24.95,76,1,0,0,Action|Arcade|Platform|SideScrolling|ThirdPerson,E
X360,Star Wars: The Force Unleashed,1.59,2008,LucasArts,Action,0,0,16.95,73,1,0,1,Action|SciFi|ThirdPerson,T
Sony PSP,God of War: Chains of Olympus,1.54,2008,Sony,Action,1,0,17.95,91,1,0,0,Action|Adult|MedievalFantasy|ThirdPerson,M
PlayStation 3,Fallout 3,1.48,2008,"Bethesda Softworks LLC, ZeniMax Europe Ltd.","Action, Role-Playing (RPG)",1,0,17.95,90,1,0,1,Action|RPG|PostApocalyptic|SciFi|Shooter|FirstPerson|ThirdPerson,M
X360,Pure,1.43,2008,Disney,"Racing / Driving, Sports",0,0,12.95,85,1,1,1,Racing|Sports|OffRoad|Tricks|ThirdPerson,E
Nintendo Wii,LEGO Indiana Jones: The Original Adventures,1.42,2008,"LucasArts, TT Games Publishing Ltd",Action,0,0,16.95,78,2,0,1,Action|Puzzle|Platform|ThirdPerson,Unknown
Nintendo Wii,Rock Band,1.4,2008,MTV Games,"Action, Simulation",0,0,17.95,92,2,0,1,Action|Simulation|RhythmAction|ThirdPerson,T
Nintendo DS,LEGO Batman: The Videogame,1.39,2008,"ak tronic Software & Services GmbH, TT Games Publishing Ltd, Warner Bros. Interactive Entertainment Inc.","Action, Racing / Driving",0,0,17.95,72,1,0,1,Action|Racing|Comics|Flight|Puzzle|Platform|ThirdPerson,Unknown
X360,Saints Row 2,1.39,2008,THQ,"Action, Racing / Driving",1,0,17.95,81,1,1,1,Action|Racing|Fighting|Shooter|ThirdPerson,M
Nintendo Wii,LEGO Batman: The Videogame,1.32,2008,"ak tronic Software & Services GmbH, TT Games Publishing Ltd, Warner Bros. Interactive Entertainment Inc.",Action,0,0,17.95,74,2,0,1,Action|Comics|Flight|Puzzle|Platform|SideScrolling|ThirdPerson,Unknown
Nintendo Wii,Call of Duty: World at War,1.17,2008,Activision,Action,1,0,29.95,83,2,1,1,Action|HistoricalBattle|Shooter|FirstPerson,M
Nintendo Wii,Deca Sports,1.16,2008,"ak tronic Software & Services GmbH, Hudson Entertainment, Inc.","Racing / Driving, Sports",0,0,17.95,50,4,0,0,Racing|Sports|Arcade|Basketball|Motorcycle|Snowboarding|Soccer|Volleyball|ThirdPerson,E
X360,Midnight Club: Los Angeles,1.15,2008,Rockstar,Racing / Driving,1,0,22.95,81,1,1,1,Racing|FirstPerson|ThirdPerson,T
PlayStation 3,Mortal Kombat vs. DC Universe,1.13,2008,Midway,Action,1,0,24.95,76,2,1,1,Action|Comics|Fighting|MartialArts|ThirdPerson,T
X360,Army of Two,1.12,2008,EA,Action,0,0,16.95,72,2,1,1,Action|Shooter|FirstPerson|ThirdPerson,M
PlayStation 3,Resistance 2,1.11,2008,Sony,Action,1,0,24.95,87,2,1,0,Action|SciFi|Shooter|FirstPerson,M
PlayStation 3,Rock Band 2,1.11,2008,MTV Games,"Action, Simulation",1,0,24.95,91,1,0,1,Action|Simulation|RhythmAction|ThirdPerson,T
PlayStation 3,Midnight Club: Los Angeles,1.09,2008,Rockstar,Racing / Driving,1,0,22.95,82,1,0,1,Racing|FirstPerson|ThirdPerson,T
Nintendo Wii,Sonic Unleashed,1.09,2008,Sega,Action,1,0,17.95,66,1,0,1,Action|Fighting|Puzzle|Platform|ThirdPerson,Unknown
X360,NBA 2K9 ,1.07,2008,2K,Sports,1,0,12.95,84,1,0,1,Sports,E
PlayStation 3,Guitar Hero: World Tour,1.04,2008,Activision,"Action, Simulation",1,0,17.95,84,4,1,1,Action|Simulation|RhythmAction|ThirdPerson,T
Nintendo Wii,Guitar Hero: Aerosmith,1.03,2008,Activision,"Action, Simulation",1,0,14.95,73,1,1,1,Action|Simulation|RhythmAction|ThirdPerson,T
Nintendo Wii,Star Wars: The Force Unleashed,1.01,2008,LucasArts,Action,0,0,14.95,71,2,0,1,Action|SciFi|ThirdPerson,T
PlayStation 3,Burnout Paradise,1.01,2008,EA,"Action, Racing / Driving",1,0,17.95,87,1,1,0,Action|Racing|FirstPerson|ThirdPerson,Unknown
Nintendo DS,Pokemon Ranger: Shadows of Almia,0.99,2008,Nintendo,"Action, Role-Playing (RPG)",1,0,24.95,68,1,0,0,Action|RPG|SciFi|TopDown|ThirdPerson,E
X360,Mortal Kombat vs. DC Universe,0.98,2008,Midway,Action,1,0,24.95,72,2,0,1,Action|Comics|Fighting|MartialArts|ThirdPerson,T
Nintendo Wii,Rock Band 2,0.97,2008,MTV Games,"Action, Simulation",1,0,119.95,92,1,0,1,Action|Simulation|RhythmAction|ThirdPerson,T
Nintendo Wii,We Ski,0.96,2008,Namco,Sports,0,0,16.95,67,4,0,0,Sports|Arcade|Snowboarding|ThirdPerson,E
PlayStation 3,Dead Space,0.96,2008,EA,Action,0,0,17.95,88,1,0,1,Action|Cyberpunk|Puzzle|SciFi|Shooter|SurvivalHorror|ThirdPerson,M
Nintendo Wii,Shaun White Snowboarding: Road Trip,0.95,2008,Ubisoft,Sports,1,0,14.95,78,1,0,0,Sports|Snowboarding|Tricks|ThirdPerson,Unknown
PlayStation 3,Star Wars: The Force Unleashed,0.92,2008,LucasArts,Action,0,0,17.95,71,1,0,1,Action|SciFi|ThirdPerson,T
X360,Guitar Hero: Aerosmith,0.91,2008,Activision,"Action, Simulation",1,0,9.95,70,2,1,1,Action|Simulation|RhythmAction|ThirdPerson,T
PlayStation 3,SOCOM: U.S. Navy SEALs - Confrontation,0.91,2008,Sony,Action,1,0,16.95,63,1,1,0,Action|Shooter|FirstPerson|ThirdPerson,M
X360,SoulCalibur IV,0.87,2008,Namco,Action,1,0,19.95,85,2,1,1,Action|Fighting|MartialArts|ThirdPerson,T
X360,Battlefield: Bad Company,0.83,2008,EA,Action,1,0,16.95,83,1,1,1,Action|Shooter|FirstPerson,M
PlayStation 3,Saints Row 2,0.81,2008,THQ,"Action, Racing / Driving",1,0,17.95,82,1,1,1,Action|Racing|Fighting|Shooter|ThirdPerson,M
Nintendo DS,Guitar Hero: On Tour - Decades,0.8,2008,Activision,"Action, Simulation",1,0,17.95,72,1,0,0,Action|Simulation|RhythmAction|ThirdPerson,Unknown
X360,Devil May Cry 4,0.8,2008,Capcom,Action,1,0,17.95,84,1,0,1,Action|Fighting|Horror|ThirdPerson,M
Nintendo DS,Mystery Case Files: MillionHeir,0.76,2008,Nintendo,Adventure,0,0,17.95,65,1,0,0,Adventure|Detective|Puzzle,E
