Console,Title,US Sales (millions),YearReleased,Publisher,Genre,Sequel,Re-release,Usedprice,Review Score,MaxPlayers,Online,Multiplatform,SubGenres,AgeRating
PlayStation 3,Battlefield: Bad Company,0.76,2008,EA,Action,0,0,17.95,84,1,1,1,Action|Shooter|FirstPerson,T
PlayStation 3,Army of Two,0.75,2008,EA,Action,0,0,16.95,74,2,1,1,Action|Shooter|FirstPerson|ThirdPerson,M
Nintendo Wii,Rayman Raving Rabbids TV Party,0.74,2008,Ubisoft,"Action, Racing / Driving, Sports, Strategy",1,0,17.95,73,4,0,0,Action|Racing|Sports|Strategy|Boardgame|RhythmAction|SciFi|Shooter|SurvivalHorror|AmericanFootball|Baseball|Cycling|ThirdPerson,Unknown
Nintendo Wii,The House of the Dead 2 & 3 Return,0.74,2008,Sega,Action,1,1,17.95,66,2,0,0,Action|Horror|Shooter|FirstPerson,M
X360,Far Cry 2,0.73,2008,Ubisoft,Action,1,0,19.95,85,1,1,1,Action|Shooter|FirstPerson,M
Nintendo Wii,Boom Blox,0.72,2008,EA,"Action, Strategy",0,0,24.95,85,4,0,0,Action|Strategy|Puzzle|ThirdPerson,E
Nintendo DS,Spore Creatures,0.7,2008,EA,"Adventure, Simulation",0,0,14.95,65,1,0,0,Adventure|Simulation|SciFi|ThirdPerson,E
Sony PSP,Madden NFL 09,0.68,2008,EA,Sports,1,0,14.95,68,4,1,1,Sports|AmericanFootball|ThirdPerson,E
X360,NCAA Football 09,0.68,2008,EA,Sports,1,0,14.95,83,4,1,1,Sports|AmericanFootball|ThirdPerson,E
PlayStation 3,MLB 08: The Show,0.67,2008,Sony,Sports,1,0,12.95,85,2,1,1,Sports|Baseball|FirstPerson|ThirdPerson,E
PlayStation 3,Tom Clancy's Rainbow Six: Vegas 2,0.67,2008,Ubisoft,Action,1,0,24.95,81,2,1,1,Action|Shooter|FirstPerson|ThirdPerson,M
X360,Mercenaries 2: World in Flames,0.66,2008,EA,Action,1,0,14.95,72,1,0,1,Action|Helicoptor|Shooter|ThirdPerson,T
X360,Need for Speed: Undercover,0.66,2008,EA,Racing / Driving,1,0,17.95,64,1,1,1,Racing|FirstPerson|ThirdPerson,T
PlayStation 3,Guitar Hero: Aerosmith,0.65,2008,Activision,"Action, Simulation",1,0,14.95,70,2,1,1,Action|Simulation|RhythmAction|ThirdPerson,T
PlayStation 3,SoulCalibur IV,0.65,2008,Namco,Action,1,0,22.95,85,2,1,1,Action|Fighting|MartialArts|ThirdPerson,T
PlayStation 3,Valkyria Chronicles,0.65,2008,Sega,"Action, Role-Playing (RPG), Strategy",0,0,24.95,86,1,0,0,Action|RPG|Strategy|Anime|RealTime|TurnBased|TopDown|ThirdPerson,Unknown
Nintendo Wii,Harvest Moon: Tree of Tranquility,0.62,2008,"Natsume, Inc.","Role-Playing (RPG), Simulation",1,0,34.95,65,1,0,0,RPG|Simulation|ThirdPerson,E
Nintendo DS,Star Wars: The Clone Wars - Jedi Alliance,0.6,2008,LucasArts,"Action, Adventure",1,0,17.95,68,1,0,0,Action|Adventure|SciFi|ThirdPerson,Unknown
PlayStation 3,Need for Speed: Undercover,0.59,2008,EA,Racing / Driving,1,0,17.95,59,1,1,1,Racing|FirstPerson|ThirdPerson,T
Nintendo Wii,Wario Land: Shake It!,0.59,2008,Nintendo,Action,1,0,19.95,78,1,0,0,Action|Platform|SideScrolling|ThirdPerson,E
X360,WWE Smackdown! vs Raw 2009,0.59,2008,THQ,Sports,1,0,17.95,79,1,0,1,Sports,T
PlayStation 3,NBA 2K9,0.58,2008,2K,Sports,1,0,14.95,82,7,1,1,Sports|Basketball|ThirdPerson,E
X360,Major League Baseball 2K9,0.58,2008,2K,Sports,1,0,14.95,64,1,0,1,Sports|Baseball|ThirdPerson,E
PlayStation 3,NCAA Football 09,0.56,2008,EA,Sports,1,0,14.95,81,4,1,1,Sports|AmericanFootball|ThirdPerson,E
Nintendo DS,Kung Fu Panda,0.56,2008,Activision,Action,0,0,17.95,71,1,0,1,Action|Fighting|MartialArts|Puzzle|Platform|SideScrolling|ThirdPerson,Unknown
PlayStation 3,Devil May Cry 4,0.56,2008,Capcom,Action,1,0,19.95,84,1,1,1,Action|Fighting|Horror|ThirdPerson,M
X360,Tom Clancy's EndWar,0.56,2008,Ubisoft,Strategy,0,0,16.95,77,1,1,1,Strategy|RealTime|ThirdPerson,T
Sony PSP,LEGO Batman: The Videogame,0.54,2008,"TT Games Publishing Ltd, Warner Bros. Interactive Entertainment Inc.",Action,0,0,17.95,73,1,0,1,Action|Comics|Flight|Puzzle|Platform|SideScrolling|ThirdPerson,Unknown
PlayStation 3,BioShock,0.53,2008,2K,Action,0,0,17.95,94,1,0,1,Action|SciFi|Shooter|FirstPerson,M
X360,Bully: Scholarship Edition,0.53,2008,Rockstar,"Action, Adventure",0,1,17.95,80,1,0,1,Action|Adventure|ThirdPerson,T
X360,Prince of Persia,0.53,2008,Ubisoft,Action,1,1,16.95,81,1,0,1,Action|MedievalFantasy|FirstPerson|ThirdPerson,T
Nintendo Wii,Kung Fu Panda,0.52,2008,Activision,Action,0,0,16.95,70,4,0,1,Action|Fighting|MartialArts|Puzzle|ThirdPerson,Unknown
Nintendo DS,Sonic Chronicles: The Dark Brotherhood,0.52,2008,Sega,"Action, Role-Playing (RPG)",1,0,17.95,74,1,0,0,Action|RPG|Arcade|TopDown|ThirdPerson,E
Sony PSP,Midnight Club: L.A. Remix,0.52,2008,Rockstar,Racing / Driving,1,0,16.95,79,1,0,0,Racing|ThirdPerson,T
X360,FIFA Soccer 09,0.51,2008,EA,Sports,1,0,19.95,87,4,1,1,Sports|Soccer|ThirdPerson,E
Nintendo DS,Chrono Trigger,0.51,2008,SquareEnix,Role-Playing (RPG),0,1,17.95,92,2,0,0,RPG|Anime|MedievalFantasy|SciFi|TurnBased|TopDown,Unknown
Nintendo DS,High School Musical 2: Work This Out!,0.51,2008,Disney,"Action, Adventure",1,0,14.95,38,1,0,0,Action|Adventure|RhythmAction|TopDown|ThirdPerson,E
X360,Tomb Raider: Underworld,0.51,2008,Eidos,Action,1,0,17.95,76,1,0,1,Action|Puzzle|ThirdPerson,T
Nintendo Wii,skate it,0.5,2008,EA,"Action, Sports",0,0,39.95,70,4,0,0,Action|Sports|Skateboarding|ThirdPerson,E
Nintendo DS,The Legendary Starfy,0.5,2008,Nintendo,"Action, Adventure",0,0,24.95,75,1,0,0,Action|Adventure|Puzzle|Platform|SideScrolling|ThirdPerson,E
X360,Mirror's Edge,0.5,2008,EA,Action,0,0,14.95,79,1,0,1,Action|Puzzle|FirstPerson,T
PlayStation 3,FIFA Soccer 09,0.49,2008,EA,Sports,1,0,22.95,87,7,1,1,Sports|Soccer|ThirdPerson,E
PlayStation 3,Haze,0.49,2008,Ubisoft,Action,0,0,12.95,55,2,1,0,Action|SciFi|Shooter|FirstPerson,M
Sony PSP,Dissidia: Final Fantasy,0.49,2008,SquareEnix,"Action, Role-Playing (RPG)",0,0,17.95,79,1,1,0,Action|RPG|Anime|Fighting|MedievalFantasy|RealTime|ThirdPerson,T
X360,Sid Meier's Civilization: Revolution,0.49,2008,2K,Strategy,1,0,24.95,84,1,1,1,Strategy|Managerial|TurnBased|ThirdPerson,Unknown
Nintendo Wii,Wall-E,0.48,2008,THQ,Action,0,0,17.95,51,4,0,1,Action|Flight|Puzzle|SciFi|Platform|ThirdPerson,E
PlayStation 3,Prince of Persia,0.48,2008,Ubisoft,Action,1,1,17.95,85,1,0,1,Action|MedievalFantasy|FirstPerson|ThirdPerson,T
X360,NHL 09 ,0.48,2008,EA,Sports,1,0,14.95,88,1,0,1,Sports,Unknown
X360,Brothers in Arms: Hell's Highway,0.47,2008,Ubisoft,Action,1,0,17.95,76,1,1,1,Action|HistoricalBattle|Shooter|FirstPerson|ThirdPerson,M
X360,Shaun White Snowboarding,0.47,2008,Ubisoft,Sports,0,0,14.95,60,1,1,1,Sports|Snowboarding|Tricks|ThirdPerson,T
X360,Turok,0.47,2008,Touchstone,Action,1,0,14.95,69,1,1,1,Action|SciFi|Shooter|Stealth|FirstPerson,M
Sony PSP,Iron Man,0.46,2008,Sega,Action,0,0,16.95,44,1,0,1,Action|Comics|Flight|Shooter|ThirdPerson,T
Nintendo Wii,SpongeBob SquarePants Featuring Nicktoons: Globs of Doom,0.46,2008,THQ,Action,1,0,16.95,47,1,0,0,Action|ThirdPerson,Unknown
Nintendo Wii,WWE Smackdown! vs Raw 2009,0.46,2008,THQ,Sports,1,0,16.95,79,1,0,1,Sports,T
Nintendo Wii,De Blob,0.45,2008,THQ,Action,0,0,16.95,82,4,0,0,Action|Platform|ThirdPerson,E
Nintendo Wii,Sonic Riders: Zero Gravity,0.45,2008,Sega,Racing / Driving,1,0,16.95,56,4,0,1,Racing|Anime|ThirdPerson,E
Nintendo DS,Rhythm Heaven,0.45,2008,Nintendo,Action,0,0,24.95,83,1,0,0,Action|Arcade|RhythmAction|ThirdPerson,E
Nintendo Wii,Big Beach Sports,0.44,2008,THQ,Sports,0,0,16.95,44,4,0,0,Sports|AmericanFootball|Cricket|Soccer|Volleyball|TopDown|ThirdPerson,E
PlayStation 3,Tomb Raider: Underworld,0.44,2008,Eidos,Action,1,0,17.95,75,1,0,1,Action|Puzzle|ThirdPerson,T
Nintendo DS,Advance Wars: Days of Ruin,0.43,2008,Nintendo,Strategy,1,0,17.95,86,4,1,0,Strategy|PostApocalyptic|TurnBased|Isometric|TopDown,Unknown
PlayStation 3,LEGO Batman: The Videogame,0.43,2008,"TT Games Publishing Ltd, Warner Bros. Interactive Entertainment Inc.",Action,0,0,17.95,75,2,0,1,Action|Comics|Flight|Puzzle|Platform|SideScrolling|ThirdPerson,Unknown
PlayStation 3,Far Cry 2,0.43,2008,Ubisoft,Action,1,0,19.95,85,1,1,1,Action|Shooter|FirstPerson,M
Nintendo DS,Harvest Moon: Island of Happiness,0.42,2008,"Natsume Co., Ltd.","Simulation, Strategy",1,0,24.95,65,1,0,0,Simulation|Strategy|Anime|RealTime|TopDown|ThirdPerson,E
PlayStation 3,Brothers in Arms: Hell's Highway,0.42,2008,Ubisoft,Action,1,0,19.95,76,1,1,1,Action|HistoricalBattle|Shooter|FirstPerson|ThirdPerson,M
PlayStation 3,Sonic Unleashed,0.42,2008,Sega,"Action, Adventure",1,0,17.95,54,1,0,1,Action|Adventure|Fighting|Puzzle|Platform|SideScrolling|ThirdPerson,Unknown
Nintendo Wii,Pinball Hall of Fame: The Williams Collection,0.41,2008,"Crave Entertainment, Inc.",Simulation,0,0,17.95,82,1,0,1,Simulation|Pinball|FirstPerson|TopDown,Unknown
X360,Sonic Unleashed,0.41,2008,Sega,"Action, Adventure",1,0,17.95,60,1,0,1,Action|Adventure|Fighting|Puzzle|Platform|SideScrolling|ThirdPerson,Unknown
Nintendo Wii,Samba de Amigo,0.4,2008,Sega,Action,0,1,12.95,68,2,0,0,Action|RhythmAction|Music|ThirdPerson,E
Sony PSP,WWE Smackdown! vs Raw 2009,0.4,2008,THQ,Sports,1,0,16.95,72,1,0,1,Sports,T
Nintendo Wii,?kami,0.39,2008,Capcom,Action,0,1,17.95,90,1,0,1,Action|Puzzle|ThirdPerson,T
PlayStation 3,LEGO Indiana Jones: The Original Adventures,0.38,2008,"LucasArts, TT Games Publishing Ltd",Action,0,0,17.95,77,2,0,1,Action|Puzzle|Platform|ThirdPerson,Unknown
Nintendo Wii,CSI: Crime Scene Investigation - Hard Evidence,0.38,2008,Ubisoft,Adventure,1,0,17.95,49,1,0,1,Adventure|Detective|Puzzle|FirstPerson,M
PlayStation 3,MotorStorm: Pacific Rift,0.37,2008,Sony,"Action, Racing / Driving, Sports",1,0,29.95,82,4,1,0,Action|Racing|Sports|Motorcycle|OffRoad|FirstPerson|ThirdPerson,T
X360,Tiger Woods PGA Tour 09,0.37,2008,EA,Sports,1,0,19.95,84,4,1,1,Sports|Golf|ThirdPerson,E
Nintendo Wii,SimCity Creator,0.37,2008,EA,Simulation,1,0,24.95,67,1,0,1,Simulation|Managerial|RealTime|FirstPerson|TopDown,E
PlayStation 3,Tiger Woods PGA Tour 09,0.36,2008,EA,Sports,1,0,19.95,82,4,1,1,Sports|Golf|ThirdPerson,E
Nintendo DS,Sid Meier's Civilization: Revolution,0.36,2008,2K,"Simulation, Strategy",0,1,17.95,80,1,0,1,Simulation|Strategy|Managerial|TurnBased|TopDown,Unknown
PlayStation 3,Pure,0.36,2008,Disney,"Racing / Driving, Sports",0,0,17.95,83,1,1,1,Racing|Sports|OffRoad|Tricks|ThirdPerson,E
PlayStation 3,Turok,0.36,2008,Touchstone,Action,1,0,16.95,67,1,1,1,Action|SciFi|Shooter|Stealth|FirstPerson,M
Nintendo Wii,Crash: Mind over Mutant,0.36,2008,"Sierra Entertainment, Inc.",Action,1,0,17.95,70,1,0,1,Action|Platform|ThirdPerson,Unknown
X360,Spider-Man: Web of Shadows,0.36,2008,Activision,Action,1,0,19.95,68,1,0,0,Action|Fighting|Horror|ThirdPerson,Unknown
X360,Frontlines: Fuel of War,0.35,2008,THQ,Action,0,0,14.95,75,1,1,0,Action|Helicoptor|RealTime|Shooter|FirstPerson|ThirdPerson,T
X360,GRID,0.35,2008,"Codemasters Software Company Limited, The","Racing / Driving, Simulation, Sports",0,0,19.95,87,1,1,1,Racing|Simulation|Sports|OffRoad|FirstPerson|ThirdPerson,E
X360,Too Human,0.35,2008,Microsoft,"Action, Role-Playing (RPG)",0,0,14.95,65,1,1,0,Action|RPG|Fighting|MedievalFantasy|SciFi|FirstPerson|ThirdPerson,T
Nintendo Wii,Speed Racer: The Videogame,0.34,2008,"Warner Bros. Games, Warner Bros. Interactive Entertainment Inc.",Racing / Driving,0,0,16.95,69,2,0,1,Racing|SciFi|FirstPerson,E
Sony PSP,LEGO Indiana Jones: The Original Adventures,0.34,2008,LucasArts,Action,0,0,17.95,76,1,0,1,Action|Puzzle|Platform|ThirdPerson,Unknown
Nintendo Wii,SEGA Bass Fishing,0.34,2008,Sega,Sports,0,1,17.95,59,1,0,0,Sports|Fishing|ThirdPerson,E
Nintendo Wii,The Chronicles of Narnia: Prince Caspian,0.33,2008,Disney,"Action, Role-Playing (RPG)",1,0,16.95,63,2,0,1,Action|RPG|Fighting|MedievalFantasy|TurnBased|ThirdPerson,T
Nintendo DS,Iron Man,0.33,2008,Sega,Action,0,0,14.95,56,1,0,1,Action|Comics|Flight|Shooter|TopDown|ThirdPerson,Unknown
Nintendo DS,The Sims 2: Apartment Pets,0.33,2008,EA,Simulation,1,0,17.95,50,1,0,0,Simulation|RealTime|ThirdPerson,E
Sony PSP,MLB 08: The Show,0.33,2008,Sony,Sports,1,0,14.95,83,1,0,1,Sports|Baseball|FirstPerson|ThirdPerson,E
PlayStation 3,Iron Man,0.33,2008,Sega,Action,0,0,17.95,42,1,0,1,Action|Comics|Flight|Shooter|ThirdPerson,T
Nintendo DS,Madagascar: Escape 2 Africa,0.32,2008,Activision,"Action, Adventure",1,0,17.95,55,1,0,1,Action|Adventure|Pinball|ThirdPerson,E
PlayStation 3,GRID,0.31,2008,"Codemasters Software Company Limited, The","Racing / Driving, Simulation, Sports",0,0,24.95,87,1,1,1,Racing|Simulation|Sports|OffRoad|FirstPerson|ThirdPerson,E
PlayStation 3,NHL 09,0.31,2008,EA,Sports,1,0,19.95,88,1,0,1,Sports|Hockey|Isometric|ThirdPerson,Unknown
X360,Banjo-Kazooie: Nuts & Bolts,0.31,2008,Microsoft,"Action, Adventure, Racing / Driving, Sports",1,0,17.95,79,1,1,0,Action|Adventure|Racing|Sports|Flight|Helicoptor|Puzzle|Sailing|Platform|ThirdPerson,Unknown
PlayStation 3,Hot Shots Golf: Out of Bounds,0.3,2008,Sony,Sports,1,0,34.95,81,4,1,0,Sports|Golf|ThirdPerson,E
Nintendo DS,Rune Factory 2: A Fantasy Harvest Moon,0.3,2008,"Marvelous Entertainment Inc., Natsume Co., Ltd.","Action, Role-Playing (RPG), Simulation",1,0,17.95,79,1,0,0,Action|RPG|Simulation|TopDown|ThirdPerson,E
Nintendo DS,SimCity Creator,0.3,2008,EA,Simulation,0,1,17.95,69,1,0,1,Simulation|Managerial|RealTime|Isometric,E
Sony PSP,Patapon,0.3,2008,Sony,"Action, Strategy",0,0,17.95,86,1,0,0,Action|Strategy|RhythmAction|SideScrolling|ThirdPerson,E
PlayStation 3,Shaun White Snowboarding,0.3,2008,Ubisoft,Sports,0,0,15.95,63,1,0,1,Sports|Snowboarding|Tricks|ThirdPerson,T
Nintendo Wii,Iron Man,0.3,2008,Sega,Action,0,0,17.95,44,1,0,1,Action|Comics|Flight|Shooter|ThirdPerson,T
Nintendo DS,Sega Superstars Tennis,0.29,2008,Sega,Sports,0,0,14.95,65,1,0,1,Sports|Tennis|Isometric|ThirdPerson,E
PlayStation 3,Lost Planet: Extreme Condition,0.29,2008,Capcom,Action,0,0,16.95,67,1,1,1,Action|SciFi|Shooter|FirstPerson|ThirdPerson,M
PlayStation 3,Mirror's Edge,0.29,2008,EA,Action,0,0,14.95,79,1,0,1,Action|Puzzle|FirstPerson,T
Nintendo Wii,The Incredible Hulk,0.29,2008,Sega,Action,0,0,16.95,46,1,0,1,Action|Comics|ThirdPerson,T
X360,Condemned 2: Bloodshot,0.29,2008,Sega,"Action, Adventure",1,0,14.95,80,1,1,1,Action|Adventure|Detective|Fighting|Horror|Shooter|FirstPerson,M
PlayStation 3,Buzz!: Quiz TV,0.28,2008,Sony,Simulation,1,0,14.95,80,8,1,0,Simulation|Gameshow|ThirdPerson,T
Nintendo Wii,Sega Superstars Tennis,0.28,2008,Sega,Sports,0,0,12.95,71,4,0,1,Sports|Tennis|Isometric|ThirdPerson,Unknown
X360,You're in the Movies,0.28,2008,Codemasters,Action,0,0,16.95,55,4,0,0,Action|Boardgame|RhythmAction|ThirdPerson,E
Nintendo DS,Speed Racer: The Videogame,0.28,2008,Warner Bros. Interactive Entertainment Inc.,Racing / Driving,0,0,17.95,75,1,0,1,Racing|SciFi|ThirdPerson,E
Nintendo DS,Viva Pirata: Pocket Paradise,0.28,2008,THQ,"Simulation, Strategy",1,0,17.95,82,1,0,0,Simulation|Strategy|Managerial|Puzzle|Isometric|ThirdPerson,Unknown
PlayStation 3,Tom Clancy's EndWar,0.28,2008,Ubisoft,Strategy,0,0,17.95,76,1,1,1,Strategy|RealTime|ThirdPerson,T
X360,Iron Man,0.28,2008,Sega,Action,0,0,17.95,45,1,0,1,Action|Comics|Flight|Shooter,T
Nintendo Wii,Need for Speed: Undercover,0.27,2008,EA,Racing / Driving,1,0,27.95,54,4,0,0,Racing|FirstPerson|ThirdPerson,Unknown
X360,Scene It? Box Office Smash!,0.27,2008,Microsoft,Simulation,1,0,16.95,76,4,1,0,Simulation|Boardgame|Gameshow|Puzzle|FirstPerson,Unknown
X360,Wall-E,0.27,2008,THQ,Action,0,0,14.95,50,4,0,1,Action|Flight|Puzzle|SciFi|Platform|ThirdPerson,E
Nintendo DS,Spectrobes: Beyond the Portals,0.27,2008,Disney,"Action, Role-Playing (RPG)",1,0,11.95,70,1,0,0,Action|RPG|Anime|RealTime|SciFi|ThirdPerson,E
Sony PSP,MX vs. ATV Untamed,0.27,2008,Ubisoft,Educational,1,0,16.95,59,1,0,1,Educational|FirstPerson|TopDown|ThirdPerson,E
PlayStation 3,Mercenaries 2: World in Flames,0.27,2008,EA,Action,1,0,15.95,72,1,1,1,Action|Helicoptor|Shooter|ThirdPerson,T
X360,Infinite Undiscovery,0.27,2008,SquareEnix,"Action, Role-Playing (RPG)",0,0,17.95,68,1,0,0,Action|RPG|MedievalFantasy|RealTime|ThirdPerson,T
X360,TNA iMPACT!,0.26,2008,Midway,Sports,1,0,14.95,62,4,1,0,Sports|Wrestling|ThirdPerson,T
X360,Enemy Territory: Quake Wars,0.26,2008,Activision,Action,0,0,14.95,69,1,1,1,Action|Battlemech|Flight|Helicoptor|SciFi|Shooter|Tank|FirstPerson|ThirdPerson,T
PlayStation 3,SingStar Vol.2,0.25,2008,Sony,Action,1,0,14.95,76,6,0,0,Action|Boardgame|RhythmAction,Unknown
Nintendo DS,Fire Emblem: Shadow Dragon,0.25,2008,Nintendo,"Role-Playing (RPG), Strategy",1,0,19.95,81,1,0,0,RPG|Strategy|Anime|MedievalFantasy|TopDown,E
Nintendo DS,Neopets Puzzle Adventure,0.25,2008,Capcom,"Adventure, Role-Playing (RPG), Strategy",0,0,17.95,70,1,0,1,Adventure|RPG|Strategy|Boardgame|MedievalFantasy|Puzzle|TurnBased,Unknown
X360,Tales of Vesperia,0.25,2008,Namco,"Adventure, Role-Playing (RPG)",1,0,27.95,79,1,0,0,Adventure|RPG|Anime|MedievalFantasy|ThirdPerson,T
PlayStation 3,SingStar ABBA,0.24,2008,Sony,Action,1,0,17.95,70,8,0,1,Action|Boardgame|RhythmAction,T
X360,Dragon Ball Z: Burst Limit,0.24,2008,Atari,Action,1,0,17.95,72,2,1,1,Action|Anime|Fighting|MartialArts|SideScrolling|ThirdPerson,T
Nintendo DS,Apollo Justice: Ace Attorney,0.24,2008,Capcom,"Adventure, Simulation",1,0,24.95,78,1,0,0,Adventure|Simulation|Anime|Detective|Puzzle|FirstPerson,T
Nintendo DS,Cake Mania 2: Jill's Next Adventure!,0.24,2008,Majesco Entertainment Company,Action,1,0,17.95,57,1,0,0,Action|Arcade|ThirdPerson,E
Nintendo DS,Castlevania: Order of Ecclesia,0.24,2008,Konami,"Action, Adventure, Role-Playing (RPG)",1,0,24.95,85,1,1,0,Action|Adventure|RPG|Anime|Horror|MedievalFantasy|Platform|SideScrolling,T
Nintendo DS,Mega Man Star Force 2: Zerker X Ninja,0.24,2008,Capcom,"Action, Role-Playing (RPG)",1,0,17.95,55,1,0,0,Action|RPG|Anime|Puzzle|SciFi|Shooter|Isometric|ThirdPerson,E
Nintendo DS,Mega Man Star Force 2: Zerker X Saurian,0.24,2008,Capcom,"Action, Role-Playing (RPG)",1,0,16.95,55,1,0,0,Action|RPG|Anime|Puzzle|SciFi|Shooter|Isometric|ThirdPerson,E
PlayStation 3,Enemy Territory: Quake Wars,0.24,2008,Activision,Action,0,0,16.95,60,1,1,1,Action|Battlemech|Flight|Helicoptor|SciFi|Shooter|Tank|FirstPerson|ThirdPerson,T
X360,Namco Museum: Virtual Arcade,0.24,2008,Namco,"Action, Racing / Driving",0,1,17.95,63,1,1,0,Action|Racing|Arcade|SciFi|Shooter|Platform|ThirdPerson,Unknown
X360,NASCAR 09,0.24,2008,EA,"Racing / Driving, Sports",1,0,19.95,69,1,1,1,Racing|Sports|FirstPerson|ThirdPerson,E
X360,Turning Point: Fall of Liberty,0.24,2008,"Codemasters Software Company Limited, The",Action,0,0,7.95,43,1,1,1,Action|Shooter|FirstPerson,T
Nintendo Wii,Summer Athletics 2009,0.23,2008,dtp entertainment AG,Sports,1,0,19.95,56,4,0,0,Sports|Olympiad|ThirdPerson,E
Sony PSP,FIFA Soccer 09,0.23,2008,EA,Sports,1,0,17.95,84,2,0,1,Sports|Soccer|ThirdPerson,E
X360,Unreal Tournament III,0.23,2008,Midway,Action,1,0,14.95,82,2,1,1,Action|SciFi|Shooter|FirstPerson,M
Nintendo DS,Nancy Drew: The Mystery of the Clue Bender Society,0.23,2008,Majesco Entertainment Company,"Adventure, Racing / Driving",1,0,15.95,46,1,0,0,Adventure|Racing|Detective|Puzzle|TopDown|ThirdPerson,Unknown
Nintendo DS,Shaun White Snowboarding,0.23,2008,Ubisoft,"Racing / Driving, Sports",0,0,16.95,63,1,0,1,Racing|Sports|Snowboarding|Tricks|ThirdPerson,Unknown
PlayStation 3,Dark Sector,0.23,2008,"D3Publisher Inc., D3Publisher of America, Inc., D3Publisher of Europe Ltd.",Action,0,0,14.95,72,1,1,1,Action|Horror|SciFi|Spy|ThirdPerson,M
X360,The Last Remnant,0.23,2008,SquareEnix,Role-Playing (RPG),0,0,14.95,66,1,0,0,RPG|Anime|MedievalFantasy|TurnBased|ThirdPerson,M
PlayStation 3,Dragon Ball Z: Burst Limit,0.22,2008,Atari,Action,1,0,19.95,71,2,1,1,Action|Anime|Fighting|MartialArts|SideScrolling|ThirdPerson,T
PlayStation 3,NASCAR 09,0.22,2008,EA,"Racing / Driving, Sports",1,0,22.95,65,1,1,1,Racing|Sports|FirstPerson|ThirdPerson,E
PlayStation 3,Turning Point: Fall of Liberty,0.22,2008,"Codemasters Software Company Limited, The",Action,0,0,7.95,42,1,1,1,Action|Shooter|FirstPerson,T
Nintendo Wii,Boogie SuperStar,0.22,2008,EA,Action,1,0,26.95,67,1,0,0,Action|RhythmAction|ThirdPerson,Unknown
Nintendo Wii,MX vs. ATV Untamed,0.22,2008,THQ,Racing / Driving,1,0,24.95,70,1,0,1,Racing|FirstPerson|TopDown|ThirdPerson,E
X360,Crash: Mind over Mutant,0.22,2008,"Sierra Entertainment, Inc.",Action,1,0,24.95,60,1,0,1,Action|Platform|ThirdPerson,Unknown
X360,The Incredible Hulk,0.22,2008,Sega,Action,0,0,17.95,55,1,0,1,Action|Comics|ThirdPerson,T
X360,Silent Hill: Homecoming,0.22,2008,Konami,Action,1,0,17.95,70,1,0,1,Action|Fighting|Puzzle|Shooter|SurvivalHorror|ThirdPerson,M
PlayStation 3,TNA iMPACT!,0.21,2008,Midway,Sports,0,0,12.95,64,4,1,1,Sports|Wrestling|ThirdPerson,Unknown
PlayStation 3,The Incredible Hulk,0.21,2008,Sega,Action,0,0,16.95,55,1,0,0,Action|Comics|ThirdPerson,Unknown
PlayStation 3,Kung Fu Panda,0.21,2008,Activision,Action,0,0,19.95,76,1,0,1,Action|Fighting|MartialArts|Puzzle|ThirdPerson,Unknown
X360,Dark Sector,0.21,2008,"D3Publisher Inc., D3Publisher of America, Inc., D3Publisher of Europe Ltd.",Action,0,0,13.95,72,1,1,1,Action|Horror|SciFi|Spy|ThirdPerson,M
Nintendo Wii,Tales of Symphonia: Dawn of the New World,0.2,2008,Namco,Role-Playing (RPG),1,0,24.95,68,4,0,0,RPG|Anime|Fighting|Puzzle|ThirdPerson,T
Nintendo DS,Valkyrie Profile: Covenant of the Plume,0.2,2008,SquareEnix,"Role-Playing (RPG), Strategy",1,0,24.95,74,1,0,0,RPG|Strategy|Anime|MedievalFantasy|Isometric,Unknown
PlayStation 3,Spider-Man: Web of Shadows,0.2,2008,Activision,Action,1,0,24.95,67,1,0,0,Action|Fighting|Horror|ThirdPerson,T
Nintendo Wii,TV Show King,0.19,2008,Gameloft S.A.,Strategy,0,0,17.95,65,4,0,0,Strategy|Gameshow|ThirdPerson,Unknown
X360,AC/DC Live: Rock Band - Track Pack,0.19,2008,MTV Games,"Action, Simulation",2,0,14.95,63,4,0,1,Action|Simulation|RhythmAction|ThirdPerson,T
Nintendo DS,The Chronicles of Narnia: Prince Caspian,0.19,2008,Disney,Role-Playing (RPG),1,0,10.95,54,1,0,1,RPG|Fighting|MedievalFantasy|TurnBased|TopDown,Unknown
Sony PSP,Hot Shots Golf: Open Tee 2,0.19,2008,Sony,Sports,1,0,14.95,82,1,0,0,Sports|Golf|ThirdPerson,E
PlayStation 3,AC/DC Live: Rock Band - Track Pack,0.19,2008,MTV Games,"Action, Simulation",2,0,14.95,60,1,0,1,Action|Simulation|RhythmAction|ThirdPerson,T
Nintendo Wii,Harvest Moon: Magical Melody,0.18,2008,Rising Star Games Ltd.,"Role-Playing (RPG), Simulation",1,0,23.95,69,4,0,0,RPG|Simulation|ThirdPerson,E
Nintendo Wii,We Love Golf!,0.18,2008,Capcom,"Action, Sports",0,0,16.95,75,4,1,0,Action|Sports|Anime|Arcade|Golf|ThirdPerson,Unknown
